,ts_code,trade_date,total_mv,float_mv,total_share,float_share,free_share,turnover_rate,turnover_rate_f,pe,pe_ttm,pb
0,000300.SH,20201009,44180364912131.0,33614285197977.0,3952158156079.0,2781475415429.0,1052726504174.0,0.4,1.06,13.5,14.87,1.6
1,000300.SH,20200930,43487408504751.0,33056443446607.0,3952156479204.0,2781473649514.0,1052707508741.0,0.32,0.85,13.29,14.64,1.57
2,000300.SH,20200929,43521360539785.0,33060693128732.0,3952138858833.0,2780761918239.0,1052064427080.0,0.31,0.82,13.3,14.65,1.58
3,000300.SH,20200928,43462719901358.0,33037539693268.0,3951013695964.0,2780743505158.0,1052046013999.0,0.31,0.81,13.29,14.63,1.58
4,000300.SH,20200925,43305987071510.0,32896505865708.0,3951001093733.0,2780564605496.0,1051886757472.0,0.33,0.88,13.24,14.58,1.57
5,000300.SH,20200924,43272405616490.0,32873522831000.0,3950930990591.0,2780557192644.0,1051862573400.0,0.4,1.07,13.23,14.57,1.57
6,000300.SH,20200923,43967413822148.0,33423408054887.0,3950884936559.0,2780551175612.0,1051851156368.0,0.34,0.91,13.44,14.8,1.6
7,000300.SH,20200922,43894551334250.0,33365434666947.0,3950884873839.0,2780516421383.0,1051816402139.0,0.43,1.14,13.42,14.77,1.59
8,000300.SH,20200921,44401174981407.0,33746093233431.0,3950901423839.0,2780516421383.0,1051819180305.0,0.45,1.18,13.57,14.95,1.61
9,000300.SH,20200918,44822985854433.0,34030603688077.0,3950899121422.0,2777889926364.0,1049547545800.0,0.58,1.53,13.7,15.09,1.63
10,000300.SH,20200917,43852663972616.0,33298129201605.0,3950868388110.0,2777883840651.0,1049363857020.0,0.38,1.01,13.4,14.76,1.59
11,000300.SH,20200916,44072564584247.0,33505072840638.0,3950878300310.0,2777877096985.0,1049359690354.0,0.39,1.04,13.47,14.83,1.6
12,000300.SH,20200915,44261369730913.0,33674717114633.0,3950878300092.0,2777877096767.0,1049358279512.0,0.37,0.97,13.53,14.9,1.6
13,000300.SH,20200914,43994517027704.0,33471264748066.0,3950877509933.0,2777877096767.0,1049331437797.0,0.39,1.02,13.45,14.81,1.59
14,000300.SH,20200911,43822118947483.0,33324824134074.0,3950877509933.0,2777877096767.0,1049329941239.0,0.42,1.1,13.4,14.75,1.59
15,000300.SH,20200910,43493153155796.0,33037927850940.0,3950878913606.0,2777863348033.0,1049304860829.0,0.54,1.44,13.29,14.64,1.58
16,000300.SH,20200909,43509453041874.0,33021099565882.0,3950878913606.0,2777863348033.0,1049257826673.0,0.58,1.55,13.3,14.65,1.58
17,000300.SH,20200908,44354659192727.0,33693853879151.0,3950725716091.0,2777717275357.0,1049111753997.0,0.5,1.33,13.56,14.93,1.61
18,000300.SH,20200907,44018354859165.0,33474094987107.0,3950725661815.0,2777719798081.0,1049018306140.0,0.54,1.42,13.46,14.82,1.6
19,000300.SH,20200904,44834574253050.0,34130191216301.0,3950173486622.0,2777152588669.0,1048451096728.0,0.43,1.14,13.7,15.09,1.63
20,000300.SH,20200903,45246483365575.0,34456371582703.0,3950173486622.0,2775904272171.0,1048357648242.0,0.52,1.39,13.83,15.23,1.64
21,000300.SH,20200902,45483958893632.0,34626534334199.0,3950166218645.0,2775766676074.0,1048220051774.0,0.57,1.51,13.9,15.31,1.65
22,000300.SH,20200901,45518897228887.0,34631105135693.0,3950138555153.0,2775755072282.0,1047636660496.0,0.5,1.32,13.91,15.32,1.65
23,000300.SH,20200831,45318096131444.0,34450400065905.0,3950194896629.0,2775660788943.0,1044223238254.0,0.73,1.94,13.85,15.25,1.64
24,000300.SH,20200828,45604777477167.0,34542723788676.0,3950194896629.0,2774932522140.0,1043846923949.0,0.57,1.53,13.94,14.65,1.66
25,000300.SH,20200827,44691418836096.0,33834942751632.0,3950162170640.0,2775110345555.0,1043127511186.0,0.43,1.14,13.66,14.17,1.63
26,000300.SH,20200826,44481433702644.0,33652614506251.0,3947524662542.0,2767878435968.0,1039326599061.0,0.55,1.46,13.6,14.12,1.62
27,000300.SH,20200825,44948867480282.0,33975594612547.0,3947441125260.0,2767773969345.0,1039096407441.0,0.51,1.36,13.74,14.26,1.64
28,000300.SH,20200824,44945134424086.0,33927976067769.0,3946623959582.0,2766960130970.0,1038572141425.0,0.55,1.46,13.74,14.26,1.64
29,000300.SH,20200821,44748681671290.0,33731529826664.0,3946623959582.0,2766966485323.0,1038637863155.0,0.52,1.37,13.68,14.18,1.63
30,000300.SH,20200820,44432962064453.0,33478026925043.0,3946559119788.0,2766852393256.0,1038727547893.0,0.57,1.52,13.58,14.09,1.62
31,000300.SH,20200819,45021382946973.0,33892673373619.0,3946450772129.0,2765808107373.0,1038045404294.0,0.7,1.85,13.76,14.28,1.64
32,000300.SH,20200818,45623502442454.0,34380848713438.0,3944909189779.0,2765799592064.0,1037951445235.0,0.68,1.82,13.95,14.48,1.66
33,000300.SH,20200817,45643536123403.0,34368617745581.0,3944900104776.0,2765790516661.0,1037942369832.0,0.97,2.58,13.95,14.5,1.67
34,000300.SH,20200814,44547023009962.0,33555431100701.0,3944900104776.0,2765737701762.0,1037837694776.0,0.53,1.42,13.62,14.15,1.63
35,000300.SH,20200813,43883324833758.0,33043080128578.0,3943487675399.0,2765737686762.0,1037843588277.0,0.55,1.47,13.41,13.94,1.6
36,000300.SH,20200812,43979866908841.0,33107819560473.0,3943177631910.0,2765691071843.0,1037783364857.0,0.73,1.96,13.44,13.98,1.61
37,000300.SH,20200811,44205842987468.0,33298426532366.0,3943172671184.0,2765692076265.0,1037784369279.0,0.74,1.98,13.51,14.06,1.61
38,000300.SH,20200810,44566401671014.0,33553856385814.0,3943257252667.0,2765776712747.0,1037868102261.0,0.74,1.96,13.62,14.18,1.63
39,000300.SH,20200807,44276444123701.0,33381779845283.0,3943052741224.0,2765776713601.0,1037814659927.0,0.77,2.06,13.53,14.09,1.62
40,000300.SH,20200806,44715973507655.0,33740030482478.0,3941304600533.0,2765242533332.0,1037342638944.0,0.82,2.2,13.67,14.23,1.63
41,000300.SH,20200805,44734434302428.0,33795172248825.0,3941222353924.0,2765228492123.0,1037465973234.0,0.71,1.9,13.67,14.23,1.63
42,000300.SH,20200804,44819695607915.0,33837796796894.0,3941206903224.0,2765213041423.0,1037332970373.0,0.87,2.31,13.7,14.26,1.64
43,000300.SH,20200803,44638516822122.0,33724240819857.0,3941209624846.0,2765181791274.0,1037299538989.0,0.78,2.07,13.64,14.2,1.63
44,000300.SH,20200731,44007411318107.0,33241872398363.0,3941209895806.0,2765179863097.0,1037192799948.0,0.67,1.78,13.45,14.0,1.61
45,000300.SH,20200730,43743228011429.0,32984370222629.0,3941210991389.0,2763455583161.0,1036485212559.0,0.6,1.61,13.37,13.91,1.6
46,000300.SH,20200729,43986970115237.0,33143844048581.0,3941210793069.0,2763455384841.0,1036485014239.0,0.68,1.8,13.45,14.0,1.61
47,000300.SH,20200728,43046562857411.0,32448833932689.0,3941095140078.0,2763409108343.0,1036750979233.0,0.59,1.57,13.16,13.7,1.58
48,000300.SH,20200727,42732143430052.0,32177967669038.0,3941398722670.0,2763366461365.0,1038455926065.0,0.62,1.65,13.06,13.61,1.56
49,000300.SH,20200724,42558989203045.0,32018649384004.0,3941398722670.0,2763361341786.0,1038781860142.0,0.88,2.35,13.01,13.56,1.55
50,000300.SH,20200723,44260698455105.0,33334621624598.0,3940398722613.0,2763357855020.0,1036915636758.0,0.85,2.26,13.53,14.11,1.62
51,000300.SH,20200722,44415848904938.0,33408339675280.0,3940398716586.0,2763357848993.0,1036651174365.0,0.81,2.16,13.58,14.16,1.62
52,000300.SH,20200721,44263193994969.0,33246179650074.0,3940398716586.0,2763188157869.0,1036590296706.0,0.73,1.93,13.53,14.11,1.61
53,000300.SH,20200720,44198093341852.0,33163560523216.0,3939289790360.0,2762509766483.0,1034360302816.0,0.89,2.38,13.51,14.1,1.61
54,000300.SH,20200717,42920564267509.0,32246676314165.0,3937578851542.0,2760951766482.0,1033569453548.0,0.75,2.01,13.12,13.72,1.57
55,000300.SH,20200716,42760133562437.0,32099159812837.0,3937578851542.0,2760947450964.0,1033569453548.0,1.03,2.75,13.07,13.66,1.56
56,000300.SH,20200715,44686039745535.0,33616942213158.0,3937631876590.0,2760304766987.0,1032797442004.0,0.99,2.64,13.66,14.28,1.63
57,000300.SH,20200714,45352192577619.0,34074166132141.0,3937559615298.0,2760075143161.0,1032565172665.0,1.08,2.88,13.86,14.49,1.65
58,000300.SH,20200713,45790687466249.0,34423654306626.0,3937559613960.0,2760075141822.0,1032480258042.0,1.17,3.12,14.0,14.63,1.66
59,000300.SH,20200710,45037041598023.0,33796746101149.0,3936333750961.0,2758501619695.0,1031339316460.0,1.15,3.07,13.77,14.39,1.63
60,000300.SH,20200709,46183700278901.0,34527123900219.0,3935428630773.0,2758499385607.0,1031008928280.0,1.27,3.4,14.12,14.76,1.66
61,000300.SH,20200708,45666642447814.0,34112429078151.0,3935334055100.0,2758437239691.0,1030493929215.0,1.26,3.38,13.96,14.6,1.64
62,000300.SH,20200707,45019292215079.0,33649065611692.0,3935283708666.0,2758432100479.0,1030424689803.0,1.47,3.94,13.76,14.39,1.62
63,000300.SH,20200706,44848645195010.0,33454997141493.0,3935283708666.0,2758399491925.0,1030261296972.0,1.47,3.94,13.71,14.33,1.61
64,000300.SH,20200703,42257410525444.0,31559730969800.0,3934940597421.0,2757278670717.0,1030121693878.0,1.05,2.82,12.92,13.51,1.52
65,000300.SH,20200702,41327896353121.0,30906022276148.0,3934914352377.0,2756269578036.0,1029188486394.0,0.92,2.46,12.63,13.21,1.49
66,000300.SH,20200701,40416624352297.0,30228069942603.0,3934880071259.0,2755801329381.0,1028297847891.0,0.62,1.65,12.35,12.92,1.45
67,000300.SH,20200630,39693613848237.0,29660577446689.0,3934456711259.0,2755797625256.0,1028309787070.0,0.46,1.22,12.13,12.69,1.43
68,000300.SH,20200629,39386493813694.0,29414892760657.0,3934456711259.0,2755780393006.0,1028250232192.0,0.47,1.27,12.04,12.59,1.41
69,000300.SH,20200624,39637829342678.0,29558349369458.0,3934057702479.0,2753407773823.0,1028121868672.0,0.44,1.18,12.12,12.67,1.42
70,000300.SH,20200623,39435767576274.0,29421660738575.0,3934056147552.0,2753267852852.0,1028063491876.0,0.47,1.26,12.05,12.6,1.41
71,000300.SH,20200622,39330476453012.0,29304166413814.0,3934056412552.0,2753266095787.0,1028041368011.0,0.57,1.52,12.02,12.57,1.41
72,000300.SH,20200619,39328870956551.0,29310397729392.0,3933470317086.0,2752531028126.0,1027451656800.0,0.56,1.49,12.02,12.57,1.41
73,000300.SH,20200618,38873356941427.0,28973535050579.0,3931011302763.0,2752521054288.0,1027420308129.0,0.5,1.34,11.88,12.42,1.4
74,000300.SH,20200617,38703028917738.0,28824898633960.0,3931011288421.0,2752521039946.0,1027626475416.0,0.38,1.03,11.83,12.37,1.39
75,000300.SH,20200616,38705247392299.0,28813811175191.0,3929399341041.0,2750909513082.0,1026704771029.0,0.4,1.08,11.83,12.37,1.39
76,000300.SH,20200615,38194497544298.0,28417416353001.0,3929404228611.0,2750909363932.0,1026730361714.0,0.48,1.28,11.68,12.21,1.37
77,000300.SH,20200612,37118869426975.0,28352015285610.0,3774738182105.0,2798426643219.0,1043123819693.0,0.48,1.29,11.72,12.3,1.38
78,000300.SH,20200611,37091449495299.0,28325258514925.0,3773753535780.0,2797592884571.0,1042869986840.0,0.46,1.22,11.71,12.29,1.37
79,000300.SH,20200610,37470905826834.0,28621122520417.0,3772691936021.0,2796801845513.0,1041971661595.0,0.4,1.08,11.83,12.42,1.38
80,000300.SH,20200609,37590027568975.0,28697638673182.0,3772704017802.0,2796467171340.0,1041968869095.0,0.41,1.11,11.87,12.46,1.38
81,000300.SH,20200608,37358653359542.0,28525695522625.0,3772501657657.0,2796288241376.0,1041823511888.0,0.49,1.32,11.79,12.38,1.37
82,000300.SH,20200605,37195035951398.0,28362070251159.0,3772501657657.0,2793465688559.0,1041503329040.0,0.37,0.98,11.74,12.33,1.37
83,000300.SH,20200604,37001329797141.0,28198377625670.0,3772188630260.0,2791972953473.0,1040578231295.0,0.37,1.0,11.68,12.26,1.36
84,000300.SH,20200603,37072340835255.0,28281540267121.0,3768897036237.0,2791018251507.0,1040054628049.0,0.49,1.31,11.7,12.29,1.36
85,000300.SH,20200602,37040240481996.0,28261416737398.0,3768070361019.0,2790295559164.0,1039663212234.0,0.52,1.39,11.69,12.28,1.36
86,000300.SH,20200601,36912932632581.0,28165968791147.0,3768040264884.0,2790272890629.0,1039597930969.0,0.49,1.31,11.65,12.23,1.35
87,000300.SH,20200529,36081991450237.0,27511160694508.0,3768040264884.0,2790272776319.0,1039612316662.0,0.34,0.9,11.39,11.96,1.32
88,000300.SH,20200528,36062710711537.0,27483487401348.0,3766922002944.0,2789291127798.0,1039032353682.0,0.33,0.9,11.39,11.95,1.32
89,000300.SH,20200527,35917613051907.0,27388258465257.0,3765140141934.0,2787762143134.0,1038259052425.0,0.3,0.81,11.34,11.9,1.32
90,000300.SH,20200526,36083108495189.0,27521462644110.0,3765140027624.0,2787571706212.0,1041538676727.0,0.28,0.74,11.39,11.96,1.33
91,000300.SH,20200525,35765344621435.0,27216709135108.0,3765158155424.0,2786676500315.0,1041002908224.0,0.28,0.76,11.29,11.85,1.31
92,000300.SH,20200522,35736346092387.0,27242424244511.0,3764273697034.0,2786548611250.0,1040656832719.0,0.37,0.99,11.28,11.84,1.31
93,000300.SH,20200521,36497317209914.0,27830951890218.0,3764447804755.0,2786858692716.0,1041040126340.0,0.34,0.91,11.52,12.1,1.34
94,000300.SH,20200520,36671457212589.0,27948809268137.0,3763104683024.0,2785620489097.0,1040091565263.0,0.36,0.97,11.58,12.15,1.35
95,000300.SH,20200519,36836462100981.0,28044508776951.0,3763109698524.0,2784850998081.0,1039471643043.0,0.34,0.9,11.63,12.21,1.35
96,000300.SH,20200518,36547291673307.0,27864498673751.0,3762368674383.0,2784850998081.0,1039491659280.0,0.41,1.09,11.54,12.11,1.34
97,000300.SH,20200515,36463161351733.0,27771809577536.0,3761908488012.0,2784804758039.0,1039466162198.0,0.33,0.89,11.51,12.08,1.34
98,000300.SH,20200514,36548845264382.0,27847335333096.0,3761528801254.0,2784642762988.0,1039211450559.0,0.32,0.85,11.54,12.11,1.34
99,000300.SH,20200513,36940120483999.0,28140249219921.0,3761536224801.0,2784646658594.0,1039208216065.0,0.32,0.85,11.66,12.24,1.36
100,000300.SH,20200512,36858182320448.0,28089878963168.0,3760209065765.0,2784607150103.0,1039239405607.0,0.35,0.95,11.64,12.22,1.35
101,000300.SH,20200511,36913113721043.0,28116913306930.0,3760209065765.0,2784585672938.0,1039211433090.0,0.44,1.18,11.65,12.23,1.36
102,000300.SH,20200508,36905544296234.0,28087930856232.0,3760215065010.0,2783617065064.0,1018626695310.0,0.42,1.15,11.65,12.23,1.36
103,000300.SH,20200507,36592656686882.0,27774339030399.0,3759843050466.0,2782952094277.0,1017681092262.0,0.38,1.04,11.55,12.13,1.34
104,000300.SH,20200506,36715963028906.0,27941112228302.0,3759174555130.0,2782952086313.0,1017459075511.0,0.5,1.37,11.59,12.17,1.35
105,000300.SH,20200430,36613040216905.0,27840041878941.0,3759174208679.0,2782951276569.0,1018410745709.0,0.48,1.31,11.56,12.13,1.34
106,000300.SH,20200429,36219205549500.0,27567663969420.0,3759154078008.0,2783034296904.0,1018400754059.0,0.34,0.94,11.43,11.54,1.34
107,000300.SH,20200428,35995659698125.0,27428484710341.0,3759142427920.0,2783022942415.0,1018368841100.0,0.44,1.2,11.34,11.44,1.35
108,000300.SH,20200427,35830017640606.0,27294084526145.0,3759111309222.0,2782978128445.0,1018368841100.0,0.34,0.94,11.32,11.39,1.34
109,000300.SH,20200424,35605768681348.0,27126215068060.0,3756365492127.0,2782618506362.0,1018365974464.0,0.34,0.93,11.33,11.31,1.34
110,000300.SH,20200423,35905037281356.0,27315755578316.0,3756364928270.0,2782393451475.0,1018282766599.0,0.34,0.94,11.49,11.32,1.36
111,000300.SH,20200422,35994735406076.0,27361531965879.0,3756336448384.0,2782390673136.0,1018271616232.0,0.31,0.84,11.54,11.36,1.36
112,000300.SH,20200421,35775401236282.0,27168350704344.0,3756331596059.0,2782355511606.0,1018192404964.0,0.37,1.01,11.47,11.29,1.35
113,000300.SH,20200420,36168645215381.0,27469293316012.0,3756308785767.0,2782329008110.0,1018007756035.0,0.36,0.98,11.61,11.42,1.37
114,000300.SH,20200417,36083336511001.0,27416956125059.0,3756309916560.0,2782329794476.0,1018007756035.0,0.47,1.3,11.57,11.38,1.36
115,000300.SH,20200416,35746668690691.0,27130845308387.0,3756309916521.0,2779676108310.0,1018054378520.0,0.35,0.94,11.49,11.29,1.35
116,000300.SH,20200415,35689987845484.0,27108496900203.0,3755701220869.0,2779639176750.0,1017890615393.0,0.39,1.07,11.51,11.27,1.34
117,000300.SH,20200414,35903036371149.0,27288873990187.0,3755711779069.0,2779639176750.0,1017739471402.0,0.4,1.09,11.58,11.33,1.35
118,000300.SH,20200413,35319632323537.0,26851185300359.0,3755441208799.0,2779639176750.0,1017739471402.0,0.28,0.78,11.35,11.15,1.33
119,000300.SH,20200410,35461430711828.0,26943063310253.0,3755441208799.0,2779400098126.0,1017027911544.0,0.37,1.01,11.4,11.19,1.34
120,000300.SH,20200409,35684922323774.0,27101408599361.0,3755441485449.0,2779389416399.0,1016700270136.0,0.36,0.99,11.47,11.27,1.35
121,000300.SH,20200408,35589991053439.0,27044864298874.0,3755441485449.0,2779086101999.0,1016218954844.0,0.4,1.1,11.44,11.24,1.34
122,000300.SH,20200407,35770453600721.0,27179687440497.0,3755441485449.0,2779086101999.0,1016218954844.0,0.51,1.41,11.51,11.29,1.35
123,000300.SH,20200403,35092156525248.0,26638448712144.0,3755441485449.0,2778523188199.0,1015493951765.0,0.36,0.98,11.29,11.08,1.32
124,000300.SH,20200402,35299252055098.0,26791417345908.0,3755441467356.0,2778499724767.0,1015462998315.0,0.41,1.13,11.36,11.14,1.33
125,000300.SH,20200401,34760900380204.0,26360317850012.0,3755353849572.0,2777588750915.0,1015235151219.0,0.43,1.18,11.19,10.97,1.31
126,000300.SH,20200331,34893935770177.0,26471951026963.0,3755324122185.0,2777558367578.0,1011213021663.0,0.4,1.1,11.23,11.0,1.32
127,000300.SH,20200330,34862571409400.0,26420695822955.0,3753557956377.0,2776107650368.0,1000911363877.0,0.46,1.27,11.34,11.03,1.32
128,000300.SH,20200327,35127827780836.0,26594477912049.0,3753557956377.0,2775782056860.0,1000875279958.0,0.45,1.24,11.67,11.18,1.34
129,000300.SH,20200326,34994929671025.0,26487540206857.0,3753561178154.0,2775764077626.0,1001546315819.0,0.4,1.12,11.64,11.15,1.34
130,000300.SH,20200325,35196148257313.0,26631651222457.0,3753558252917.0,2773624518353.0,1000008975706.0,0.55,1.53,11.94,11.26,1.34
131,000300.SH,20200324,34379674760718.0,25996951003601.0,3753588744942.0,2774242559745.0,999727856938.0,0.52,1.43,11.67,11.0,1.31
132,000300.SH,20200323,33495339141308.0,25334924551630.0,3753266858621.0,2773952918024.0,998575653763.0,0.49,1.37,11.39,10.72,1.28
133,000300.SH,20200320,34569818353215.0,26136137454023.0,3752386339713.0,2773962713506.0,998572332745.0,0.5,1.4,11.86,11.07,1.32
134,000300.SH,20200319,33984189356531.0,25668854837194.0,3752386614713.0,2773962679250.0,998645904486.0,0.65,1.81,11.68,10.88,1.3
135,000300.SH,20200318,34493708451146.0,26067233196288.0,3750900647433.0,2773962681500.0,998306130859.0,0.56,1.55,11.86,11.04,1.32
136,000300.SH,20200317,35135009787285.0,26564349331510.0,3750495386345.0,2773557420412.0,997428073115.0,0.6,1.67,12.1,11.25,1.34
137,000300.SH,20200316,35310353521408.0,26709426475702.0,3750447997874.0,2773540891183.0,997354286038.0,0.67,1.86,12.16,11.31,1.35
138,000300.SH,20200313,36604926961823.0,27702523149006.0,3750447997874.0,2773540891183.0,997348232238.0,0.68,1.89,12.6,11.69,1.4
139,000300.SH,20200312,37080655787382.0,28088432002238.0,3749638257785.0,2773540891158.0,997166911109.0,0.57,1.58,12.77,11.84,1.42
140,000300.SH,20200311,37688339593271.0,28576044362888.0,3749643713785.0,2773540891158.0,997082552809.0,0.58,1.62,12.98,12.03,1.44
141,000300.SH,20200310,38112257541945.0,28896750175676.0,3749643713785.0,2773540891158.0,997082552809.0,0.71,1.98,13.12,12.18,1.46
142,000300.SH,20200309,37417203314481.0,28346786384307.0,3749643713785.0,2772874320366.0,996927860835.0,0.75,2.09,12.89,11.95,1.43
143,000300.SH,20200306,38591944964868.0,29246617795175.0,3749643713785.0,2772757338800.0,997109029061.0,0.62,1.73,13.29,12.33,1.48
144,000300.SH,20200305,39182869337672.0,29689231627947.0,3749643708247.0,2772757333262.0,996776869605.0,0.84,2.33,13.49,12.52,1.5
145,000300.SH,20200304,38390558433224.0,29098611508273.0,3749640830950.0,2772754455965.0,996776861443.0,0.66,1.83,13.22,12.26,1.47
146,000300.SH,20200303,38189927832697.0,28948753410759.0,3749640822788.0,2772754447803.0,996751737832.0,0.79,2.2,13.15,12.2,1.46
147,000300.SH,20200302,38004054376434.0,28792721466814.0,3749641113886.0,2772753933942.0,996751224073.0,0.79,2.2,13.09,12.14,1.46
148,000300.SH,20200228,36909412450866.0,27931350522484.0,3749641113886.0,2770981395754.0,995597595267.0,0.83,2.31,12.71,11.77,1.42
149,000300.SH,20200227,38189896739904.0,28861742052746.0,3749641113886.0,2770767627639.0,995383911152.0,0.65,1.82,13.15,12.19,1.47
150,000300.SH,20200226,38139549714318.0,28786432655655.0,3749648798127.0,2770063777763.0,994639028139.0,0.94,2.63,13.16,12.2,1.46
151,000300.SH,20200225,38477576390000.0,29002096404521.0,3749648798127.0,2767943651710.0,992510970634.0,0.88,2.46,13.28,12.31,1.48
152,000300.SH,20200224,38652202512084.0,29126092609254.0,3749648798127.0,2767931491780.0,991958478176.0,0.77,2.15,13.34,12.39,1.48
153,000300.SH,20200221,38846007031847.0,29309924740594.0,3749612727959.0,2767929546531.0,992307387507.0,0.78,2.19,13.4,12.45,1.49
154,000300.SH,20200220,38791964349571.0,29294552312483.0,3749613717674.0,2767930536246.0,991933623454.0,0.77,2.14,13.58,12.4,1.49
155,000300.SH,20200219,38037967876597.0,28724418505822.0,3749613717674.0,2767930536246.0,991799717308.0,0.61,1.7,13.32,12.16,1.46
156,000300.SH,20200218,38069375457294.0,28738828950315.0,3749480876971.0,2767422441541.0,991797552564.0,0.59,1.65,13.33,12.17,1.46
157,000300.SH,20200217,38265680326720.0,28889864049937.0,3749480554831.0,2767406597965.0,991688014783.0,0.66,1.84,13.4,12.23,1.47
158,000300.SH,20200214,37455663824110.0,28272881679076.0,3749470212076.0,2762388009428.0,991625460330.0,0.52,1.44,13.11,11.98,1.44
159,000300.SH,20200213,37235299191300.0,28096542473587.0,3749470212076.0,2762275481628.0,991512932530.0,0.52,1.46,13.05,11.91,1.43
160,000300.SH,20200212,37467082180033.0,28268405704387.0,3749470212076.0,2762275481628.0,991478743380.0,0.46,1.28,13.13,11.98,1.44
161,000300.SH,20200211,37215280841945.0,28075773579992.0,3749470212076.0,2762275481628.0,991478743380.0,0.52,1.45,13.05,11.9,1.43
162,000300.SH,20200210,36904127715498.0,27823872773860.0,3749470212076.0,2762275481628.0,991367978433.0,0.54,1.5,12.94,11.8,1.42
163,000300.SH,20200207,36784208287930.0,27732145321059.0,3749470212076.0,2762168871820.0,991367976169.0,0.55,1.53,12.9,11.76,1.42
164,000300.SH,20200206,36824034690425.0,27756166563654.0,3749470209812.0,2762168869556.0,991367760102.0,0.64,1.78,12.91,11.77,1.42
165,000300.SH,20200205,36251776236404.0,27320581086512.0,3749470205729.0,2762168865473.0,991385537677.0,0.63,1.76,12.71,11.59,1.39
166,000300.SH,20200204,35899014826662.0,27054760604772.0,3749470205524.0,2762168865268.0,991385537677.0,0.77,2.16,12.58,11.48,1.38
167,000300.SH,20200203,35074047060871.0,26449547631135.0,3749089106556.0,2762168865268.0,991388598428.0,0.57,1.59,12.3,11.21,1.35
168,000300.SH,20200123,37991233235526.0,28610280302531.0,3749088606399.0,2761003660941.0,990221857139.0,0.58,1.62,13.32,12.15,1.46
169,000300.SH,20200122,39025027976113.0,29259540669733.0,3749080606399.0,2753053691458.0,990072256636.0,0.46,1.28,13.68,12.48,1.5
170,000300.SH,20200121,38855805015205.0,29167866814115.0,3749080606399.0,2753037853122.0,989918195990.0,0.47,1.32,13.62,12.42,1.5
171,000300.SH,20200120,39475285986807.0,29624314665271.0,3749080606399.0,2751137544033.0,989711994997.0,0.44,1.24,13.84,12.62,1.52
172,000300.SH,20200117,39209120851370.0,29383751082332.0,3749080606399.0,2745774235269.0,986683971479.0,0.36,1.0,13.75,12.55,1.51
173,000300.SH,20200116,39176273210033.0,29366906618109.0,3749049861500.0,2744370008971.0,985912440423.0,0.37,1.02,13.73,12.54,1.51
174,000300.SH,20200115,39399452815987.0,29525673272464.0,3749050220416.0,2744263664814.0,985763583182.0,0.38,1.06,13.81,12.61,1.52
175,000300.SH,20200114,39633241635897.0,29704824898309.0,3749049911984.0,2744247605613.0,985763529048.0,0.47,1.31,13.89,12.69,1.53
176,000300.SH,20200113,39751907371379.0,29806857972954.0,3749007201484.0,2744244393293.0,985714256941.0,0.44,1.21,13.94,12.72,1.54
177,000300.SH,20200110,39425930736098.0,29567085280707.0,3748969454187.0,2744167091920.0,985605231753.0,0.41,1.15,13.82,12.62,1.52
178,000300.SH,20200109,39442324389229.0,29574874026216.0,3748969628494.0,2744167091920.0,985582823718.0,0.5,1.39,13.83,12.61,1.52
179,000300.SH,20200108,39073207648580.0,29293794161369.0,3748938268044.0,2744135731470.0,985051931277.0,0.61,1.7,13.7,12.51,1.51
180,000300.SH,20200107,39544184890499.0,29619363094349.0,3748942036839.0,2744108613003.0,984987473519.0,0.51,1.42,13.86,12.66,1.53
181,000300.SH,20200106,39308758597892.0,29435033832339.0,3748942036839.0,2744108613003.0,985165637312.0,0.64,1.78,13.78,12.59,1.52
182,000300.SH,20200103,39425230465414.0,29493534865164.0,3748941918056.0,2743985722311.0,984928889882.0,0.52,1.45,13.82,12.63,1.53
183,000300.SH,20200102,39465233162041.0,29525838289713.0,3748823579758.0,2743507694880.0,984684256387.0,0.66,1.85,13.83,12.64,1.53
184,000300.SH,20191231,38965041501927.0,29176229296827.0,3748488044372.0,2743509134682.0,984338279061.0,0.45,1.25,13.66,12.48,1.51
185,000300.SH,20191230,38857417246712.0,29090320323733.0,3748488574076.0,2743217771838.0,984330667047.0,0.57,1.58,13.62,12.44,1.5
186,000300.SH,20191227,38369947085251.0,28699276378255.0,3748503431955.0,2742741554318.0,983744512164.0,0.55,1.53,13.45,12.29,1.49
187,000300.SH,20191226,38376743461515.0,28655360621145.0,3748581189874.0,2741028484798.0,983051950296.0,0.4,1.11,13.45,12.29,1.49
188,000300.SH,20191225,38051840470072.0,28421556356156.0,3748581189874.0,2741038853798.0,983027478162.0,0.35,0.97,13.34,12.19,1.47
189,000300.SH,20191224,38080162870303.0,28452551392245.0,3748583316104.0,2741031455764.0,982985691039.0,0.35,0.98,13.35,12.19,1.47
190,000300.SH,20191223,37880200774589.0,28263453769975.0,3748583316104.0,2739381319308.0,982703669779.0,0.45,1.25,13.28,12.13,1.47
191,000300.SH,20191220,38381436628261.0,28602733972988.0,3748581738394.0,2739366915677.0,982685573469.0,0.44,1.23,13.45,12.29,1.49
192,000300.SH,20191219,38461968937732.0,28671311243294.0,3748581738394.0,2739366915677.0,982352783327.0,0.43,1.2,13.48,12.32,1.49
193,000300.SH,20191218,38493733192855.0,28682470525597.0,3748581738394.0,2739366915677.0,982299273166.0,0.55,1.54,13.49,12.33,1.49
